time,prediction
9301255,0.0011026702569195918
9301260,0.0004923708211224957
9301265,0.0006917575257266988
9301270,0.0004923708211224957
9301275,0.0006917575257266988
9301280,0.0011026702569195918
9301285,0.0004923708211224957
9301290,0.0008581386757753037
9301295,0.0006917575257266988
9301300,0.0006863490813557367
9301305,0.0011026702569195918
9301310,0.0011026702569195918
9301315,0.0011026702569195918
9301320,0.0006972024679548013
9301325,0.0005214265370955942
9301330,0.0011026702569195918
9301335,0.0010609524685773208
9301340,0.0010609524685773208
9301345,0.0006972024679548013
9301350,0.0005625717037957251
9301355,0.0004923708211224957
9301360,0.0006917575257266988
9301365,0.0007662920155189531
9301370,0.0011026702569195918
9301375,0.0007662920155189531
9301380,0.0011026702569195918
9301385,0.0004923708211224957
9301390,0.0006917575257266988
9301395,0.0004923708211224957
9301400,0.0006917575257266988
9301405,0.00032499959921068294
9301410,0.0003186023369338507
9301415,0.0006917575257266988
9301420,0.0004923708211224957
9301425,0.0010609524685773208
9301430,0.0006917575257266988
9301435,0.0004923708211224957
9301440,0.0006917575257266988
9301445,0.0007662920155189531
9301450,0.0006972024679548013
9301455,0.0007662920155189531
9301460,0.0011026702569195918
9301465,0.0007662920155189531
9301470,0.0006972024679548013
9301475,0.00022519682120936355
9301480,0.0002444354000123635
9301485,0.0011026702569195918
9301490,0.0011026702569195918
9301495,0.0004923708211224957
9301500,0.0006917575257266988
9301505,0.0011026702569195918
9301510,0.0007662920155189531
9301515,0.0011026702569195918
9301520,0.0004923708211224957
9301525,0.0006917575257266988
9301530,0.0007662920155189531
9301535,0.0011026702569195918
9301540,0.0011026702569195918
9301545,0.0011026702569195918
9301550,0.0011026702569195918
9301555,0.0007662920155189531
9301560,0.0007662920155189531
9301565,0.0011026702569195918
9301570,0.0007161366264597523
9301575,0.0008692060751153092
9301580,0.0006972024679548013
9301585,0.0007662920155189531
9301590,0.0007662920155189531
9301595,0.0004923708211224957
9301600,0.0006917575257266988
9301605,0.0004923708211224957
9301610,0.0006917575257266988
9301615,0.0011026702569195918
9301620,0.0007662920155189531
9301625,0.0007662920155189531
9301630,0.0004923708211224957
9301635,0.0006917575257266988
9301640,0.0004923708211224957
9301645,0.00047172018296207894
9301650,0.0007662920155189531
9301655,0.0004923708211224957
9301660,0.0006917575257266988
9301665,0.0007662920155189531
9301670,0.0007662920155189531
9301675,0.0011026702569195918
9301680,0.0007662920155189531
9301685,0.0011026702569195918
9301690,0.0007662920155189531
9301695,0.0011026702569195918
9301700,0.0011026702569195918
9301705,0.0007662920155189531
9301710,0.0003186023369338507
9301715,0.0006917575257266988
9301720,0.0007662920155189531
9301725,0.0007662920155189531
9301730,0.0011026702569195918
9301735,0.0006972024679548013
9301740,0.0011026702569195918
9301745,0.0011026702569195918
9301750,0.0011026702569195918
9301755,0.0007161366264597523
9301760,0.0011026702569195918
9301765,0.0011026702569195918
9301770,0.0007662920155189531
9301775,0.0004923708211224957
9301780,0.0006917575257266988
9301785,0.0007662920155189531
9301790,0.0011026702569195918
9301795,0.0006972024679548013
9301800,0.0007161366264597523
9301805,0.0008581386757753037
9301810,0.0010609524685773208
9301815,0.0011026702569195918
9301820,0.0007662920155189531
9301825,0.0006972024679548013
9301830,0.0004923708211224957
9301835,0.0006917575257266988
9301840,0.0011026702569195918
9301845,0.0005214265370955942
9301850,0.0004923708211224957
9301855,0.0005278237993724264
9301860,0.0006917575257266988
9301865,0.0007662920155189531
9301870,0.0011026702569195918
9301875,0.0007662920155189531
9301880,0.0011026702569195918
9301885,0.0007662920155189531
9301890,0.0011026702569195918
9301895,0.0003186023369338507
9301900,0.0006917575257266988
9301905,0.0007662920155189531
9301910,0.0011026702569195918
9301915,0.0006972024679548013
9301920,0.0007662920155189531
9301925,0.0006972024679548013
9301930,0.0011026702569195918
9301935,0.00022519682120936355
9301940,0.0002444354000123635
9301945,0.0011026702569195918
9301950,0.0006972024679548013
9301955,0.0005278237993724264
9301960,0.0011026702569195918
9301965,0.0010609524685773208
9301970,0.0011026702569195918
9301975,0.0011026702569195918
9301980,0.0004923708211224957
9301985,0.0006917575257266988
9301990,0.0011026702569195918
9301995,0.0004923708211224957
9302000,0.0006917575257266988
9302005,0.0006972024679548013
9302010,0.0004923708211224957
9302015,0.0011026702569195918
9302020,0.0006917575257266988
9302025,0.0006972024679548013
9302030,0.0007662920155189531
9302035,0.0003186023369338507
9302040,0.0006917575257266988
9302045,0.0004923708211224957
9302050,0.0004923708211224957
9302055,0.0002444354000123635
9302060,0.0010609524685773208
9302065,0.0006972024679548013
9302070,0.0007662920155189531
9302075,0.0011026702569195918
9302080,0.0007662920155189531
9302085,0.0010609524685773208
9302090,0.0011026702569195918
9302095,0.0007662920155189531
9302100,0.0011026702569195918
9302105,0.0010609524685773208
9302110,0.00022519682120936355
9302115,0.0002444354000123635
9302120,0.0010609524685773208
9302125,0.0004923708211224957
9302130,0.0011026702569195918
9302135,0.0006917575257266988
9302140,0.0007161366264597523
9302145,0.0011026702569195918
9302150,0.0011026702569195918
9302155,0.0007662920155189531
9302160,0.0006972024679548013
9302165,0.0007662920155189531
9302170,0.0006972024679548013
9302175,0.0005625717037957251
9302180,0.0004923708211224957
9302185,0.0006917575257266988
9302190,0.0011026702569195918
9302195,0.0011026702569195918
9302200,0.0007662920155189531
9302205,0.0007662920155189531
9302210,0.0010609524685773208
9302215,0.0011026702569195918
9302220,0.0007662920155189531
9302225,0.0011026702569195918
9302230,0.0010609524685773208
9302235,0.0011026702569195918
9302240,0.0007662920155189531
9302245,0.0004923708211224957
9302250,0.0007662920155189531
9302255,0.0006917575257266988
9302260,0.0011026702569195918
9302265,0.0007662920155189531
9302270,0.0011026702569195918
9302275,0.0007662920155189531
9302280,0.0004923708211224957
9302285,0.0004923708211224957
9302290,0.0006917575257266988
9302295,0.0010609524685773208
9302300,0.0006917575257266988
9302305,0.0006972024679548013
9302310,0.0004923708211224957
9302315,0.0006917575257266988
9302320,0.0004923708211224957
9302325,0.0006917575257266988
9302330,0.0010609524685773208
9302335,0.0004923708211224957
9302340,0.0007662920155189531
9302345,0.0007662920155189531
9302350,0.0006917575257266988
9302355,0.0004923708211224957
9302360,0.00047172018296207894
9302365,0.0004923708211224957
9302370,0.0006917575257266988
9302375,0.0007662920155189531
9302380,0.0010609524685773208
9302385,0.0007662920155189531
9302390,0.0010609524685773208
9302395,0.0004923708211224957
9302400,0.0006917575257266988
9302405,0.0004923708211224957
9302410,0.0006917575257266988
9302415,0.0011026702569195918
9302420,0.0011026702569195918
9302425,0.0007662920155189531
9302430,0.00022519682120936355
9302435,0.0002444354000123635
9302440,0.0011026702569195918
9302445,0.0005278237993724264
9302450,0.0011026702569195918
9302455,0.0011026702569195918
9302460,0.0010609524685773208
9302465,0.0011026702569195918
9302470,0.0007662920155189531
9302475,0.0007662920155189531
9302480,0.0011026702569195918
9302485,0.0007662920155189531
9302490,0.0007662920155189531
9302495,0.0005625717037957251
9302500,0.0007161366264597523
9302505,0.0007662920155189531
9302510,0.0004923708211224957
9302515,0.0006917575257266988
9302520,0.000520853915453454
9302525,0.0005625717037957251
9302530,0.00022519682120936355
9302535,0.0002444354000123635
9302540,0.0004923708211224957
9302545,0.0006917575257266988
9302550,0.0006972024679548013
9302555,0.0004923708211224957
9302560,0.0011026702569195918
9302565,0.0007662920155189531
9302570,0.0006917575257266988
9302575,0.0004923708211224957
9302580,0.0011026702569195918
9302585,0.0007662920155189531
9302590,0.0006917575257266988
9302595,0.0011026702569195918
9302600,0.0011026702569195918
9302605,0.0005278237993724264
9302610,0.0004923708211224957
9302615,0.0007662920155189531
9302620,0.0011026702569195918
9302625,0.0006917575257266988
9302630,0.0006972024679548013
9302635,0.0011026702569195918
9302640,0.0011026702569195918
9302645,0.0011026702569195918
9302650,0.0007662920155189531
9302655,0.0007662920155189531
9302660,0.0011026702569195918
9302665,0.0007662920155189531
9302670,0.0007662920155189531
9302675,0.0004923708211224957
9302680,0.0010609524685773208
9302685,0.0006917575257266988
9302690,0.0007662920155189531
9302695,0.0004923708211224957
9302700,0.0006917575257266988
9302705,0.0010609524685773208
9302710,0.0011026702569195918
9302715,0.0007662920155189531
9302720,0.0004923708211224957
9302725,0.0006917575257266988
9302730,0.00022519682120936355
9302735,0.0002444354000123635
9302740,0.0011026702569195918
9302745,0.0006972024679548013
9302750,0.0011026702569195918
9302755,0.00022519682120936355
9302760,0.0002444354000123635
9302765,0.0004923708211224957
9302770,0.0006917575257266988
9302775,0.0004923708211224957
9302780,0.0006917575257266988
9302785,0.0010609524685773208
9302790,0.0007662920155189531
9302795,0.0006972024679548013
9302800,0.0006972024679548013
9302805,0.0004923708211224957
9302810,0.0007662920155189531
9302815,0.0010609524685773208
9302820,0.0006917575257266988
9302825,0.0004923708211224957
9302830,0.0006917575257266988
9302835,0.0007662920155189531
9302840,0.0010609524685773208
9302845,0.000520853915453454
9302850,0.0004923708211224957
9302855,0.0006917575257266988
9302860,0.0011026702569195918
9302865,0.0007662920155189531
9302870,0.0007662920155189531
9302875,0.0005625717037957251
9302880,0.0011026702569195918
9302885,0.0007662920155189531
9302890,0.0011026702569195918
9302895,0.0007161366264597523
9302900,0.0011026702569195918
9302905,0.0007662920155189531
9302910,0.0011026702569195918
9302915,0.0011026702569195918
9302920,0.0004923708211224957
9302925,0.0006917575257266988
9302930,0.0007662920155189531
9302935,0.0011026702569195918
9302940,0.0004923708211224957
9302945,0.0005625717037957251
9302950,0.0010609524685773208
9302955,0.0006917575257266988
9302960,0.0010609524685773208
9302965,0.0004923708211224957
9302970,0.0006863490813557367
9302975,0.0006917575257266988
9302980,0.0004923708211224957
9302985,0.0006917575257266988
9302990,0.0007662920155189531
9302995,0.0007662920155189531
9303000,0.0011026702569195918
9303005,0.0007662920155189531
9303010,0.0004923708211224957
9303015,0.0006917575257266988
9303020,0.0007662920155189531
9303025,0.0004923708211224957
9303030,0.0006917575257266988
9303035,0.0004923708211224957
9303040,0.0006917575257266988
9303045,0.0011026702569195918
9303050,0.0011026702569195918
9303055,0.0007662920155189531
9303060,0.0010609524685773208
9303065,0.0011026702569195918
9303070,0.0004923708211224957
9303075,0.0006917575257266988
9303080,0.0007662920155189531
9303085,0.0006972024679548013
9303090,0.0007662920155189531
9303095,0.0010609524685773208
9303100,0.0007662920155189531
9303105,0.0011026702569195918
9303110,0.0005278237993724264
9303115,0.0011026702569195918
9303120,0.0011026702569195918
9303125,0.0004923708211224957
9303130,0.0006972024679548013
9303135,0.0006917575257266988
9303140,0.0007161366264597523
9303145,0.0004923708211224957
9303150,0.0005625717037957251
9303155,0.0006917575257266988
9303160,0.0011026702569195918
9303165,0.0007161366264597523
9303170,0.0011026702569195918
9303175,0.0011026702569195918
9303180,0.0004923708211224957
9303185,0.0006917575257266988
9303190,0.0007662920155189531
9303195,0.0011026702569195918
9303200,0.0006972024679548013
9303205,0.0006172595337915848
9303210,0.0011026702569195918
9303215,0.0004923708211224957
9303220,0.0006917575257266988
9303225,0.0007662920155189531
9303230,0.0007662920155189531
9303235,0.0011026702569195918
9303240,0.0005625717037957251
9303245,0.0004923708211224957
9303250,0.0006917575257266988
9303255,0.0011026702569195918
9303260,0.0006863490813557367
9303265,0.0004923708211224957
9303270,0.0007662920155189531
9303275,0.0006917575257266988
9303280,0.0006972024679548013
9303285,0.0006972024679548013
9303290,0.0006972024679548013
9303295,0.0004923708211224957
9303300,0.0006917575257266988
9303305,0.0010609524685773208
9303310,0.0011026702569195918
9303315,0.0006972024679548013
9303320,0.0006972024679548013
9303325,0.0006972024679548013
9303330,0.0004923708211224957
9303335,0.0006917575257266988
9303340,0.0011026702569195918
9303345,0.0011026702569195918
9303350,0.0010609524685773208
9303355,0.0004923708211224957
9303360,0.0016206708965216875
9303365,0.0006917575257266988
9303370,0.0007662920155189531
9303375,0.0004923708211224957
9303380,0.0006917575257266988
9303385,0.0006972024679548013
9303390,0.0004923708211224957
9303395,0.0006917575257266988
9303400,0.0007662920155189531
9303405,0.0010609524685773208
9303410,0.0007662920155189531
9303415,0.0005625717037957251
9303420,0.0006972024679548013
9303425,0.0007662920155189531
9303430,0.0007662920155189531
9303435,0.0011026702569195918
9303440,0.0011026702569195918
9303445,0.0007662920155189531
9303450,0.00022519682120936355
9303455,0.0006917575257266988
9303460,0.0011026702569195918
9303465,0.0006917575257266988
9303470,0.0011026702569195918
9303475,0.0004923708211224957
9303480,0.0006917575257266988
9303485,0.0007662920155189531
9303490,0.0004923708211224957
9303495,0.0006917575257266988
9303500,0.0004923708211224957
9303505,0.0006917575257266988
9303510,0.0007662920155189531
9303515,0.0010609524685773208
9303520,0.0007662920155189531
9303525,0.0010609524685773208
9303530,0.0011026702569195918
9303535,0.0011026702569195918
9303540,0.0007662920155189531
9303545,0.0007662920155189531
9303550,0.0011026702569195918
9303555,0.0011026702569195918
9303560,0.0011026702569195918
9303565,0.0004923708211224957
9303570,0.0006917575257266988
9303575,0.0010609524685773208
9303580,0.0010609524685773208
9303585,0.0007662920155189531
9303590,0.0006972024679548013
9303595,0.0003186023369338507
9303600,0.0006917575257266988
9303605,0.0007662920155189531
9303610,0.0010609524685773208
9303615,0.0011026702569195918
9303620,0.0007662920155189531
9303625,0.0010609524685773208
9303630,0.0011026702569195918
9303635,0.0010609524685773208
9303640,0.0007662920155189531
9303645,0.0011026702569195918
9303650,0.0010609524685773208
9303655,0.0007662920155189531
9303660,0.0011026702569195918
9303665,0.0010609524685773208
9303670,0.0011026702569195918
9303675,0.0004923708211224957
9303680,0.0006917575257266988
9303685,0.0011026702569195918
9303690,0.0004923708211224957
9303695,0.0006917575257266988
9303700,0.0006972024679548013
9303705,0.0010609524685773208
9303710,0.0007662920155189531
9303715,0.0011026702569195918
9303720,0.0004923708211224957
9303725,0.0006917575257266988
9303730,0.0007662920155189531
9303735,0.0007662920155189531
9303740,0.0011026702569195918
9303745,0.0011026702569195918
9303750,0.0004923708211224957
9303755,0.0016206708965216875
9303760,0.0006917575257266988
9303765,0.0007662920155189531
9303770,0.0011026702569195918
9303775,0.0007662920155189531
9303780,0.0008692060751153092
9303785,0.0007662920155189531
9303790,0.0011026702569195918
9303795,0.0007662920155189531
9303800,0.0011026702569195918
9303805,0.0006972024679548013
9303810,0.0007662920155189531
9303815,0.0005625717037957251
9303820,0.0007662920155189531
9303825,0.0010609524685773208
9303830,0.0011026702569195918
9303835,0.0011026702569195918
9303840,0.0004923708211224957
9303845,0.0006917575257266988
9303850,0.0004923708211224957
9303855,0.0006917575257266988
9303860,0.0011026702569195918
9303865,0.0006972024679548013
9303870,0.0010609524685773208
9303875,0.0003186023369338507
9303880,0.0006917575257266988
9303885,0.0006972024679548013
9303890,0.0010609524685773208
9303895,0.0010609524685773208
9303900,0.0004923708211224957
9303905,0.0006917575257266988
9303910,0.0006972024679548013
9303915,0.0007662920155189531
9303920,0.0011026702569195918
9303925,0.0006972024679548013
9303930,0.0007662920155189531
9303935,0.0006863490813557367
9303940,0.0011026702569195918
9303945,0.0011026702569195918
9303950,0.0007662920155189531
9303955,0.0004923708211224957
9303960,0.0006917575257266988
9303965,0.0004923708211224957
9303970,0.0011026702569195918
9303975,0.0006917575257266988
9303980,0.000520853915453454
9303985,0.0004923708211224957
9303990,0.0010609524685773208
9303995,0.0006917575257266988
9304000,0.0006972024679548013
9304005,0.0004923708211224957
9304010,0.0006917575257266988
9304015,0.0016206708965216875
9304020,0.0011026702569195918
9304025,0.0007662920155189531
9304030,0.0004923708211224957
9304035,0.0006917575257266988
9304040,0.0007662920155189531
9304045,0.0004923708211224957
9304050,0.00047172018296207894
9304055,0.0010609524685773208
9304060,0.0004923708211224957
9304065,0.0006917575257266988
9304070,0.0011026702569195918
9304075,0.0004923708211224957
9304080,0.00047172018296207894
9304085,0.0006972024679548013
9304090,0.0006972024679548013
9304095,0.0005625717037957251
9304100,0.0006972024679548013
9304105,0.0011026702569195918
9304110,0.0011026702569195918
9304115,0.0007662920155189531
9304120,0.0006972024679548013
9304125,0.0007662920155189531
9304130,0.0006172595337915848
9304135,0.000520853915453454
9304140,0.0007662920155189531
9304145,0.0011026702569195918
9304150,0.0006972024679548013
9304155,0.0011026702569195918
9304160,0.0006863490813557367
9304165,0.0004923708211224957
9304170,0.0006917575257266988
9304175,0.0007662920155189531
9304180,0.0010609524685773208
9304185,0.0007662920155189531
9304190,0.0011026702569195918
9304195,0.0007662920155189531
9304200,0.0011026702569195918
9304205,0.0006972024679548013
9304210,0.000520853915453454
9304215,0.0010609524685773208
9304220,0.0006972024679548013
9304225,0.0011026702569195918
9304230,0.0006972024679548013
9304235,0.0011026702569195918
9304240,0.0004923708211224957
9304245,0.0006917575257266988
9304250,0.0006972024679548013
9304255,0.0007662920155189531
9304260,0.0006972024679548013
9304265,0.0004923708211224957
9304270,0.0006917575257266988
9304275,0.0007662920155189531
9304280,0.0011026702569195918
9304285,0.0006972024679548013
9304290,0.0011026702569195918
9304295,0.0007662920155189531
9304300,0.0007662920155189531
9304305,0.0007662920155189531
9304310,0.0011026702569195918
9304315,0.0007662920155189531
9304320,0.0006972024679548013
9304325,0.0007662920155189531
9304330,0.0004923708211224957
9304335,0.0011026702569195918
9304340,0.0006917575257266988
9304345,0.0004923708211224957
9304350,0.0007161366264597523
9304355,0.0011026702569195918
9304360,0.0006917575257266988
9304365,0.0006361936922965358
9304370,0.0007662920155189531
9304375,0.0005625717037957251
9304380,0.0004923708211224957
9304385,0.00047172018296207894
9304390,0.0007662920155189531
9304395,0.0007662920155189531
9304400,0.0011026702569195918
9304405,0.00022519682120936355
9304410,0.0002444354000123635
9304415,0.0010609524685773208
9304420,0.0007662920155189531
9304425,0.0011026702569195918
9304430,0.0011026702569195918
9304435,0.0006972024679548013
9304440,0.0011026702569195918
9304445,0.0007662920155189531
9304450,0.0006972024679548013
9304455,0.0004923708211224957
9304460,0.0006917575257266988
9304465,0.0006972024679548013
9304470,0.0007662920155189531
9304475,0.0011026702569195918
9304480,0.0004923708211224957
9304485,0.00047172018296207894
9304490,0.0011026702569195918
9304495,0.0004923708211224957
9304500,0.00047172018296207894
9304505,0.0007662920155189531
9304510,0.0006972024679548013
9304515,0.0011026702569195918
9304520,0.0003186023369338507
9304525,0.0006917575257266988
9304530,0.0011026702569195918
9304535,0.0004923708211224957
9304540,0.0006917575257266988
9304545,0.0004923708211224957
9304550,0.0006917575257266988
9304555,0.0004923708211224957
9304560,0.0006917575257266988
9304565,0.0006972024679548013
9304570,0.0011026702569195918
9304575,0.0004923708211224957
9304580,0.00047172018296207894
9304585,0.0007662920155189531
9304590,0.0011026702569195918
9304595,0.0010609524685773208
9304600,0.0004923708211224957
9304605,0.0006917575257266988
9304610,0.0010609524685773208
9304615,0.0006172595337915848
9304620,0.0010609524685773208
9304625,0.0006172595337915848
9304630,0.0006972024679548013
9304635,0.0011026702569195918
9304640,0.0004923708211224957
9304645,0.0006917575257266988
9304650,0.0006972024679548013
9304655,0.0004923708211224957
9304660,0.0003186023369338507
9304665,0.0002444354000123635
9304670,0.0011026702569195918
9304675,0.0006863490813557367
9304680,0.0011026702569195918
9304685,0.0011026702569195918
9304690,0.0006972024679548013
9304695,0.0011026702569195918
9304700,0.0010609524685773208
9304705,0.0007662920155189531
9304710,0.0004923708211224957
9304715,0.0005625717037957251
9304720,0.0006917575257266988
9304725,0.0011026702569195918
9304730,0.0010609524685773208
9304735,0.0011026702569195918
9304740,0.0003186023369338507
9304745,0.0005625717037957251
9304750,0.0004923708211224957
9304755,0.0002444354000123635
9304760,0.0011026702569195918
9304765,0.0006863490813557367
9304770,0.0011026702569195918
9304775,0.00022519682120936355
9304780,0.0006917575257266988
9304785,0.0006917575257266988
9304790,0.0011026702569195918
9304795,0.0007662920155189531
9304800,0.0003186023369338507
9304805,0.0006917575257266988
9304810,0.000520853915453454
9304815,0.0007662920155189531
9304820,0.0005625717037957251
9304825,0.0006863490813557367
9304830,0.0011026702569195918
9304835,0.0006863490813557367
9304840,0.0007662920155189531
9304845,0.0007662920155189531
9304850,0.0006972024679548013
9304855,0.0011026702569195918
9304860,0.0006972024679548013
9304865,0.0006972024679548013
9304870,0.0007662920155189531
9304875,0.0010609524685773208
9304880,0.0011026702569195918
9304885,0.0010609524685773208
9304890,0.0007662920155189531
9304895,0.0011026702569195918
9304900,0.0007662920155189531
9304905,0.0011026702569195918
9304910,0.0005625717037957251
9304915,0.0007662920155189531
9304920,0.0007662920155189531
9304925,0.0011026702569195918
9304930,0.0011026702569195918
9304935,0.0007662920155189531
9304940,0.0010609524685773208
9304945,0.0011026702569195918
9304950,0.0004923708211224957
9304955,0.0006917575257266988
9304960,0.0004923708211224957
9304965,0.0006917575257266988
9304970,0.0011026702569195918
9304975,0.0004923708211224957
9304980,0.00047172018296207894
9304985,0.0010609524685773208
9304990,0.0005278237993724264
